idade;gênero;cod_estado;horas_sono;atividade_extracurricular;tempo_estudo;nota
25;Feminino;9;5.9;Não;4.38;30.27
25;Feminino;9;6.91;Não;3.31;24.43
20;Feminino;9;5.76;Não;1.48;12.33
22;Masculino;9;8.2;Não;0.0;3.05
26;Masculino;9;5.57;Não;4.17;25.9
18;Feminino;9;7.9;Não;4.14;23.71
19;Masculino;9;7.88;Sim;5.41;32.62
18;Masculino;9;5.3;Não;5.2;30.79
19;Feminino;9;6.74;Não;5.8;35.33
24;Feminino;9;7.83;Não;4.45;26.69
18;Feminino;9;7.34;Sim;5.87;34.8
21;Masculino;9;7.46;Não;3.23;21.45
26;Masculino;9;5.69;Sim;6.96;66.97
25;Masculino;9;6.92;Sim;3.12;24.17
20;Feminino;9;6.56;Não;5.88;31.67
29;Masculino;9;6.71;Não;3.08;22.57
28;Feminino;9;5.86;Não;4.05;23.42
20;Feminino;9;7.76;Sim;3.42;22.66
26;Feminino;9;6.9;Sim;5.39;31.31
27;Feminino;9;8.05;Não;3.38;23.04
25;Masculino;9;6.92;Sim;3.12;24.17
20;Feminino;9;6.56;Não;5.88;31.67
29;Masculino;9;6.71;Não;3.08;22.57
28;Feminino;9;5.86;Não;4.05;23.42
20;Feminino;9;7.76;Sim;3.42;22.66
26;Feminino;9;6.9;Sim;5.39;31.31
27;Feminino;9;8.05;Não;3.38;23.04
