idade;gênero;cod_estado;horas_sono;atividade_extracurricular;tempo_estudo;nota
26;Masculino;12;7.2;Não;4.79;29.62
24;Masculino;12;6.93;Não;7.28;61.52
25;Feminino;12;8.06;Não;3.24;21.18
25;Masculino;12;6.82;Não;2.91;19.06
20;Masculino;12;5.98;Sim;3.35;21.93
29;Masculino;12;8.64;Não;1.52;13.18
23;Masculino;12;5.88;Não;8.97;80.39
25;Feminino;12;8.07;Não;3.06;21.63
22;Feminino;12;6.96;Não;2.91;17.04
18;Feminino;12;7.09;Não;4.73;26.06
19;Feminino;12;5.97;Não;3.63;25.19
22;Masculino;12;7.37;Sim;3.75;26.31
18;Masculino;12;9.09;Sim;6.91;62.95
28;Masculino;12;6.61;Não;5.22;31.05
18;Feminino;12;8.16;Sim;2.53;17.7
28;Masculino;12;6.59;Não;4.24;26.05
23;Masculino;12;7.15;Não;2.59;14.86
28;Masculino;12;7.07;Não;5.58;32.5
19;Masculino;12;7.17;Sim;3.46;20.48
25;Masculino;12;5.33;Não;4.1;26.58
24;Masculino;12;6.85;Não;2.67;18.43
18;Feminino;12;6.07;Sim;3.83;26.91
23;Masculino;12;6.09;Não;0.0;2.77
24;Feminino;12;6.32;Não;3.21;24.58
24;Feminino;12;7.53;Não;2.68;20.39
21;Feminino;12;8.33;Não;4.55;30.16
19;Masculino;12;7.39;Sim;3.53;20.13
18;Feminino;12;8.67;Não;6.38;36.15
29;Feminino;12;6.96;Sim;6.41;40.62
29;Masculino;12;5.64;Não;5.43;33.58
26;Feminino;12;6.23;Não;3.54;24.89
22;Masculino;12;6.95;Sim;1.57;14.53
22;Masculino;12;7.43;Não;3.51;21.5
26;Feminino;12;7.12;Não;3.47;21.26
20;Masculino;12;8.09;Não;2.55;18.03
18;Masculino;12;7.27;Sim;5.18;32.64
21;Masculino;12;5.81;Não;3.99;25.66
29;Masculino;12;5.86;Sim;3.42;21.04
29;Masculino;12;8.68;Não;4.38;29.47
29;Masculino;12;6.03;Não;5.2;32.86
29;Feminino;12;8.06;Não;5.58;31.77
