idade;gênero;cod_estado;horas_sono;atividade_extracurricular;tempo_estudo;nota
24;Masculino;13;7.3;Sim;2.65;17.93
18;Masculino;13;7.09;Não;4.7;30.79
21;Feminino;13;7.2;Não;4.16;26.44
22;Masculino;13;6.55;Sim;3.55;22.74
18;Masculino;13;6.75;Sim;2.54;17.9
29;Masculino;13;7.26;Sim;3.08;18.18
19;Feminino;13;7.26;Não;6.72;33.07
28;Feminino;13;5.64;Sim;3.93;24.45
29;Feminino;13;5.71;Não;2.89;24.6
25;Feminino;13;5.85;Sim;4.91;25.85
27;Masculino;13;7.22;Não;5.34;29.45
18;Feminino;13;5.32;Não;5.01;29.06
20;Masculino;13;6.98;Sim;6.26;35.51
19;Masculino;13;5.51;Não;4.57;28.0
20;Masculino;13;5.78;Não;4.34;26.57
27;Feminino;13;5.32;Sim;3.81;21.99
28;Masculino;13;7.42;Sim;2.98;21.62
29;Feminino;13;7.9;Não;5.33;32.86
19;Feminino;13;7.08;Sim;3.05;20.37
22;Masculino;13;5.18;Sim;1.99;14.14
24;Feminino;13;7.45;Não;5.76;33.42
26;Masculino;13;6.81;Não;4.14;24.53
24;Masculino;13;5.12;Sim;5.93;34.92
27;Masculino;13;6.89;Sim;2.91;17.57
28;Feminino;13;6.85;Sim;4.38;27.05
24;Feminino;13;5.76;Não;5.79;31.77
25;Feminino;13;5.48;Sim;5.24;30.12
27;Feminino;13;7.78;Sim;2.28;19.44
21;Masculino;13;6.76;Não;4.27;24.33
24;Masculino;13;6.35;Não;1.98;17.79
19;Masculino;13;7.24;Não;3.31;18.62
20;Masculino;13;6.77;Não;4.94;29.68
27;Masculino;13;4.84;Sim;7.21;61.67
28;Feminino;13;7.97;Sim;4.22;28.92
26;Masculino;13;6.6;Não;4.76;30.81
22;Feminino;13;7.75;Sim;1.51;12.76
18;Feminino;13;6.37;Sim;2.09;13.69
22;Feminino;13;7.04;Não;4.25;26.29
22;Feminino;13;7.94;Sim;3.19;24.62
18;Masculino;13;7.37;Sim;6.52;36.18
22;Masculino;13;7.13;Não;3.81;20.17
24;Feminino;13;6.13;Sim;5.22;30.67
23;Feminino;13;6.71;Sim;5.04;29.45
23;Feminino;13;6.45;Sim;4.69;25.28
24;Feminino;13;8.26;Não;4.89;29.75
