idade;gênero;cod_estado;horas_sono;atividade_extracurricular;tempo_estudo;nota
26;Feminino;1;7.02;Não;6.33;35.52
29;Masculino;1;5.82;Não;3.07;25.72
23;Masculino;1;5.31;Não;6.54;38.76
20;Feminino;1;7.71;Não;4.63;29.65
26;Masculino;1;5.49;Não;5.34;31.83
28;Feminino;1;8.78;Sim;5.49;33.4
26;Feminino;1;7.79;Não;3.95;20.44
18;Masculino;1;7.05;Sim;2.95;21.36
18;Feminino;1;8.27;Não;4.02;21.44
21;Masculino;1;6.61;Sim;2.57;15.95
20;Masculino;1;7.6;Sim;1.86;15.34
27;Feminino;1;7.85;Não;0.0;2.87
18;Masculino;1;7.92;Não;7.04;52.74
19;Masculino;1;6.85;Não;1.7;16.76
27;Feminino;1;8.11;Não;1.75;12.76
18;Feminino;1;6.67;Sim;2.01;17.29
27;Masculino;1;6.6;Não;2.05;16.88
22;Feminino;1;8.59;Sim;4.42;29.01
23;Masculino;1;6.51;Não;3.58;22.7
27;Feminino;1;7.4;Sim;2.45;15.61
22;Feminino;1;7.31;Sim;4.76;28.02
28;Masculino;1;7.27;Sim;2.43;14.73
18;Masculino;1;6.63;Sim;4.31;26.47
29;Feminino;1;7.56;Não;2.31;12.84
24;Feminino;1;6.74;Não;4.61;28.33
27;Feminino;1;8.31;Sim;5.81;32.34
28;Masculino;1;7.23;Sim;6.38;37.59
27;Feminino;1;7.14;Não;5.12;30.7
18;Masculino;1;7.5;Não;5.7;35.28
22;Feminino;1;6.74;Não;5.19;29.72
26;Feminino;1;6.11;Sim;4.07;27.67
22;Feminino;1;7.53;Não;2.75;15.92
