idade;gênero;cod_estado;horas_sono;atividade_extracurricular;tempo_estudo;nota
20;Masculino;16;6.48;Sim;1.16;12.71
24;Feminino;16;5.96;Não;3.62;23.79
21;Masculino;16;7.47;Sim;5.18;28.85
27;Feminino;16;6.2;Não;0.0;7.06
25;Masculino;16;7.09;Sim;3.51;23.81
19;Feminino;16;5.4;Sim;1.94;15.19
26;Feminino;16;5.77;Sim;1.58;11.6
21;Masculino;16;5.96;Não;3.19;23.37
22;Masculino;16;6.29;Sim;4.23;24.2
24;Feminino;16;8.66;Sim;2.45;19.65
26;Feminino;16;8.01;Não;5.08;29.9
25;Feminino;16;5.83;Sim;4.38;24.62
29;Masculino;16;;Sim;6.4;37.84
26;Feminino;16;;Não;5.96;33.69
19;Masculino;16;;Sim;2.73;18.96
22;Feminino;16;;Sim;4.67;29.39
18;Masculino;16;;Sim;3.86;26.17
20;Masculino;16;;Não;5.93;32.56
29;Masculino;16;;Não;4.93;32.8
24;Feminino;16;;Sim;5.12;29.38
21;Masculino;16;5.11;Não;4.12;25.83
27;Masculino;16;5.59;Sim;4.76;28.33
26;Feminino;16;8.7;Não;3.21;22.51
28;Feminino;16;7.86;Sim;5.98;33.92
27;Masculino;16;6.33;Não;2.68;18.33
24;Feminino;16;6.44;Não;0.34;2.89
19;Masculino;16;6.73;Sim;3.95;26.66
20;Masculino;16;7.24;Sim;2.92;17.51
25;Masculino;16;4.9;Sim;3.58;21.12
27;Masculino;16;5.23;Sim;3.22;20.89
29;Masculino;16;8.62;Sim;0.0;3.33
27;Feminino;16;5.33;Não;5.33;29.91
28;Feminino;16;8.76;Não;3.74;27.22
27;Feminino;16;6.79;Não;7.51;63.77
24;Masculino;16;6.34;Sim;0.65;7.65
23;Feminino;16;7.39;Não;4.64;28.1
19;Feminino;16;8.4;Sim;4.24;26.81
26;Masculino;16;5.96;Sim;2.6;16.64
24;Feminino;16;6.85;Sim;4.52;28.11
27;Feminino;16;5.53;Não;6.32;35.11
29;Feminino;16;6.64;Sim;3.33;18.43
29;Feminino;16;7.46;Não;3.24;22.17
28;Masculino;16;7.22;Não;3.22;22.58
19;Feminino;16;7.06;Não;3.93;25.58
25;Masculino;16;7.49;Não;5.82;33.73
23;Masculino;16;6.12;Não;4.63;27.87
23;Feminino;16;8.44;Não;6.79;38.58
21;Masculino;16;6.9;Não;5.51;31.6
27;Feminino;16;7.42;Não;6.17;33.86
29;Masculino;16;7.61;Sim;3.9;22.34
24;Masculino;16;7.43;Sim;4.92;31.32
22;Masculino;16;7.17;Sim;5.93;35.29
22;Feminino;16;6.9;Sim;1.97;14.24
24;Masculino;16;6.67;Não;6.08;35.56
27;Masculino;16;6.89;Sim;0.0;6.28
