idade;gênero;cod_estado;horas_sono;atividade_extracurricular;tempo_estudo;nota
22;Masculino;20;7.02;Não;5.38;34.63
29;Masculino;20;7.29;Não;3.0;21.11
20;Feminino;20;7.86;Sim;5.3;30.79
20;Masculino;20;7.37;Não;3.7;21.26
27;Feminino;20;6.8;Não;4.3;26.64
28;Feminino;20;6.51;Sim;4.4;25.59
28;Masculino;20;6.44;Sim;4.73;27.21
23;Feminino;20;6.96;Sim;2.82;22.77
18;Feminino;20;6.24;Sim;3.12;21.73
28;Feminino;20;6.4;Não;1.52;12.87
26;Feminino;20;8.69;Sim;2.38;14.74
29;Feminino;20;7.52;Não;3.56;22.44
21;Feminino;20;8.1;Não;6.94;59.81
26;Masculino;20;7.65;Sim;3.07;20.87
24;Masculino;20;8.42;Não;2.21;16.77
27;Masculino;20;6.95;Sim;2.81;17.98
22;Feminino;20;6.13;Sim;6.68;39.94
26;Feminino;20;7.93;Sim;3.86;23.8
24;Masculino;20;6.3;Sim;5.41;28.73
22;Masculino;20;6.6;Não;3.6;22.87
26;Feminino;20;7.88;Não;0.73;7.97
25;Masculino;20;5.97;Não;4.5;29.08
28;Masculino;20;8.17;Não;6.89;53.67
19;Feminino;20;6.76;Não;1.77;12.95
25;Feminino;20;7.23;Não;5.75;34.69
27;Feminino;20;7.44;Sim;1.84;16.48
25;Masculino;20;8.55;Não;3.46;25.98
19;Feminino;20;8.53;Sim;1.94;17.04
22;Feminino;20;6.65;Não;1.79;15.86
28;Feminino;20;9.06;Sim;3.73;22.53
29;Feminino;20;6.25;Sim;5.46;31.92
27;Feminino;20;7.14;Sim;4.66;27.76
19;Masculino;20;8.98;Não;5.74;31.69
19;Feminino;20;6.06;Sim;4.48;28.0
23;Feminino;20;7.81;Sim;5.76;29.74
19;Feminino;20;8.53;Sim;1.94;17.04
22;Feminino;20;6.65;Não;1.79;15.86
28;Feminino;20;9.06;Sim;3.73;22.53
29;Feminino;20;6.25;Sim;5.46;31.92
27;Feminino;20;7.14;Sim;4.66;27.76
19;Masculino;20;8.98;Não;5.74;31.69
19;Feminino;20;6.06;Sim;4.48;28.0
23;Feminino;20;7.81;Sim;5.76;29.74
