idade;gênero;cod_estado;horas_sono;atividade_extracurricular;tempo_estudo;nota
22;Masculino;10;7.33;Não;3.04;21.24
27;Feminino;10;5.62;Não;5.38;30.72
20;Masculino;10;8.62;Sim;6.65;40.15
24;Masculino;10;7.21;Não;2.62;16.15
26;Masculino;10;5.98;Sim;3.76;24.95
23;Masculino;10;8.08;Não;4.42;26.4
18;Masculino;10;7.46;Não;2.58;17.59
19;Masculino;10;7.51;Sim;5.1;30.77
27;Feminino;10;7.72;Sim;3.55;26.27
26;Masculino;10;7.89;Sim;4.69;28.33
23;Masculino;10;8.41;Não;3.92;23.77
27;Masculino;10;6.28;Sim;3.58;23.83
18;Feminino;10;8.0;Não;3.36;19.46
26;Masculino;10;8.16;Não;3.12;21.79
25;Feminino;10;8.27;Não;2.77;18.11
27;Feminino;10;6.48;Não;3.97;26.59
26;Masculino;10;6.55;Sim;3.44;24.18
28;Masculino;10;9.07;Sim;4.36;30.74
28;Feminino;10;8.35;Sim;5.07;31.66
18;Feminino;10;6.26;Sim;2.07;12.94
27;Masculino;10;4.34;Não;5.11;28.3
28;Masculino;10;8.27;Não;3.6;24.57
22;Masculino;10;6.73;Sim;2.61;17.62
24;Masculino;10;7.44;Sim;4.48;26.27
19;Feminino;10;8.06;Não;2.6;19.23
23;Feminino;10;7.69;Não;6.42;42.96
21;Feminino;10;8.1;Sim;4.38;29.32
27;Masculino;10;8.55;Não;6.88;53.13
27;Feminino;10;7.55;Não;3.5;24.32
29;Feminino;10;5.05;Não;4.36;25.13
20;Feminino;10;5.53;Sim;2.9;18.44
29;Masculino;10;8.49;Não;3.5;22.9
29;Masculino;10;7.24;Não;4.1;22.9
22;Feminino;10;5.98;Sim;4.73;29.71
25;Feminino;10;7.19;Sim;2.62;19.59
28;Feminino;10;7.55;Sim;2.0;13.95
23;Masculino;10;8.62;Sim;4.24;25.45
23;Masculino;10;5.84;Sim;2.56;21.62
18;Masculino;10;7.45;Sim;3.98;23.27
18;Feminino;10;7.16;Não;5.45;33.32
24;Feminino;10;8.37;Não;8.12;63.76
29;Masculino;10;7.44;Sim;3.54;21.15
23;Feminino;10;7.07;Sim;2.38;16.94
27;Masculino;10;10.0;Sim;5.4;33.33
22;Masculino;10;6.45;Não;2.41;18.41
21;Feminino;10;8.1;Sim;4.38;29.32
27;Masculino;10;8.55;Não;6.88;53.13
27;Feminino;10;7.55;Não;3.5;24.32
29;Feminino;10;5.05;Não;4.36;25.13
20;Feminino;10;5.53;Sim;2.9;18.44
29;Masculino;10;8.49;Não;3.5;22.9
29;Masculino;10;7.24;Não;4.1;22.9
22;Feminino;10;5.98;Sim;4.73;29.71
25;Feminino;10;7.19;Sim;2.62;19.59
28;Feminino;10;7.55;Sim;2.0;13.95
23;Masculino;10;8.62;Sim;4.24;25.45
23;Masculino;10;5.84;Sim;2.56;21.62
18;Masculino;10;7.45;Sim;3.98;23.27
18;Feminino;10;7.16;Não;5.45;33.32
24;Feminino;10;8.37;Não;8.12;63.76
29;Masculino;10;7.44;Sim;3.54;21.15
23;Feminino;10;7.07;Sim;2.38;16.94
27;Masculino;10;10.0;Sim;5.4;33.33
22;Masculino;10;6.45;Não;2.41;18.41
